Viewing_Angle(deg),Ground_depth(m),MAE(m)
89.995,28.647889792902188,13.570830031852914
89.99,14.323944950992633,6.436030018908634
89.985,9.549296694596801,8.096975761570874
89.98,7.161972584579396,8.552349378935242
89.975,5.729578133113367,10.147250157376448
89.97,4.774648510923025,10.314207371534534
89.965,4.092555934033074,9.936939806489264
89.96,3.5809865104558702,11.627032986859314
89.955,3.1830991890871654,11.03986339868352
89.95,2.864789339264409,12.504723685557176
89.945,2.6043540142023445,11.939348600801349
89.94,2.387324582710799,12.159324321445649
89.935,2.203684300119653,13.06561776378787
89.93,2.0462783488073937,12.714898428041115
89.925,1.9098598625182446,12.473462294295913
89.92,1.7904936915603722,12.342603286543916
89.915,1.6851706038164938,13.429595677054492
89.91,1.5915500854176114,12.540070417329902
89.905,1.5077843622566205,12.920727147116361
89.9,1.4323952150478383,11.702695839676311
89.895,1.364185990083807,12.9077253243803
89.89,1.302177607058425,13.194399235886731
89.885,1.2455612605014348,13.931914873172287
89.88,1.1936629458542878,13.774852829372376
89.875,1.1459164992878033,12.47977352804252
89.87,1.1018428591003675,12.623338019813277
89.865,1.061033935694309,12.433963610963561
89.86,1.0231399379859094,14.613739991277921
89.855,0.9878593219374809,14.06959322758656
89.85,0.9549307493830269,14.093936498721202
89.845,0.9241266032102279,14.749898871834812
89.84,0.8952477184458044,13.603449433663332
89.835,0.8681190713253599,14.63501925256528
89.83,0.8425862291156025,14.80731450654262
89.825,0.8185124085384741,14.382887165671173
89.82,0.7957760244579231,13.694470831889747
89.815,0.7742686360769301,13.421443002809943
89.81,0.7538932174192154,12.364732042079696
89.805,0.7345626938906813,13.501772318931621
89.8,0.71619869835664,13.506385752739085
89.795,0.6987305092565195,13.62332700625286
89.79,0.682094140416469,13.413583197995123
89.785,0.6662315578648567,14.289362528652758
89.78,0.6510900034456533,13.99028788460049
89.775,0.6366214086166989,13.440780656946744
89.77,0.6227818847090653,13.145793806689406
89.765,0.6095312782596898,13.253468022915941
89.76,0.5968327819274324,14.616857506624825
89.755,0.5846525930520617,14.469236859617633
89.75,0.5729596131861655,14.120538009508875
89.745,0.5617251829762463,12.737053417234858
89.74,0.5509228476344595,12.334225941848036
89.735,0.5405281489607233,13.286589200774133
89.73,0.53051844047348,14.093018663576327
89.725,0.5208727227080123,13.82722174002275
89.72,0.511571496161369,13.910680288483254
89.715,0.5025966297167707,14.334465099872135
89.71,0.49393124267928434,13.635910955201215
89.705,0.48555959880787153,13.769241181072367
89.699,0.4758807563252229,13.470624075602737
89.698,0.47430500675185494,14.811311608646365
89.697,0.4727396582137721,13.147276405259944
89.696,0.47118460806917906,13.812231385686175
89.695,0.4696397550224019,12.124944596338745
89.694,0.4681049991018936,15.252530711200036
89.693,0.46658024163866774,13.109049641197823
89.692,0.4650653852451535,14.350073006055393
89.691,0.46356033379446027,14.483714813684662
89.69,0.46206499240004495,13.425877926576062
89.689,0.4605792673957695,13.594119897814783
89.688,0.45910306631634423,14.0654454088537
89.687,0.4576362978781445,14.777342373792294
89.686,0.4561788719603941,13.518217570857331
89.685,0.45473069958670786,13.78355088607807
89.684,0.45329169290698396,15.686236574556032
89.683,0.45186176517963916,13.842564829878299
89.682,0.4504408307541793,13.18493836483526
89.681,0.44902880505409765,13.243392483782005
89.68,0.4476256045600937,13.753047357446725
89.679,0.44623114679360615,14.298566246504762
89.678,0.44484535030065175,13.869577639088067
89.677,0.4434681346359657,14.803532813149728
89.676,0.4420994203474342,13.910010999784621
89.675,0.440739128960816,14.02240523384634
89.674,0.43938718296474366,13.952020013696941
89.673,0.4380435057960013,13.332012240825255
89.672,0.4367080218250706,13.97033503706948
89.671,0.4353806563419412,14.643505432012732
89.67,0.43406133554217835,13.886889437729499
89.669,0.4327499865132442,13.884484340518911
89.668,0.4314465372210649,13.572674754050828
89.667,0.43015091649684084,13.838298246628371
89.666,0.4288630540240935,14.825514954418102
