Viewing_Angle(deg),Ground_depth(m),MAE(m)
89.995,28.647889792902188,13.570830031852914
89.99,14.323944950992633,nan
89.985,9.549296694596801,nan
89.98,7.161972584579396,nan
89.975,5.729578133113367,nan
89.97,4.774648510923025,nan
89.965,4.092555934033074,nan
89.96,3.5809865104558702,22.831205537668303
89.955,3.1830991890871654,19.84984921733337
89.95,2.864789339264409,17.54044182982864
89.945,2.6043540142023445,15.699196088759917
89.94,2.387324582710799,14.197096086758526
89.935,2.203684300119653,12.94850717302433
89.93,2.0462783488073937,11.894366805242491
89.925,1.9098598625182446,10.992625444682716
89.92,1.7904936915603722,10.212535286093797
89.915,1.6851706038164938,9.531094049311067
89.91,1.5915500854176114,8.930751568741908
89.905,1.5077843622566205,8.39788542404366
89.9,1.4323952150478383,7.921760762879198
89.895,1.364185990083807,7.493803959436896
89.89,1.302177607058425,7.10708495417
89.885,1.2455612605014348,6.755941542540942
89.88,1.1936629458542878,6.435702194679718
89.875,1.1459164992878033,6.142478529077475
89.87,1.1018428591003675,5.873007844208646
89.865,1.061033935694309,5.624532168524194
89.86,1.0231399379859094,5.394704316859578
89.855,0.9878593219374809,5.1815141733043735
89.85,0.9549307493830269,4.983230295246921
89.845,0.9241266032102279,4.798353249030766
89.84,0.8952477184458044,4.625578017550349
89.835,0.8681190713253599,4.4637634862730575
89.83,0.8425862291156025,4.3119075005193475
89.825,0.8185124085384741,4.169126342888385
89.82,0.7957760244579231,4.034636681640646
89.815,0.7742686360769301,3.907745137605203
89.81,0.7538932174192154,3.7878306041164524
89.805,0.7345626938906813,3.674341350835183
89.8,0.71619869835664,3.5667827669523695
89.795,0.6987305092565195,3.464701301882867
89.79,0.682094140416469,3.3676961472651716
89.785,0.6662315578648567,3.2754030068660804
89.78,0.6510900034456533,3.187491242345887
89.775,0.6366214086166989,3.103660370706086
89.77,0.6227818847090653,3.0236367250628313
89.765,0.6095312782596898,2.947170528204124
89.76,0.5968327819274324,2.8740333398416307
89.755,0.5846525930520617,2.804015824070237
89.75,0.5729596131861655,2.736925791623112
89.745,0.5617251829762463,2.672586478600101
89.74,0.5509228476344595,2.6108350296335736
89.735,0.5405281489607233,2.5515211580866626
89.73,0.53051844047348,2.494505958384803
89.725,0.5208727227080123,2.4396608500897656
89.72,0.511571496161369,2.3868666367431177
89.715,0.5025966297167707,2.3360126657142772
89.71,0.49393124267928434,2.286996076953951
89.705,0.48555959880787153,2.2397211299714193
89.699,0.4758807563252229,2.1851649575251306
89.698,0.47430500675185494,2.1762934257601354
89.697,0.4727396582137721,2.1674833739099686
89.696,0.47118460806917906,2.1587341801994295
89.695,0.4696397550224019,2.1500452311946483
89.694,0.4681049991018936,2.1414159216467006
89.693,0.46658024163866774,2.1328456543326437
89.692,0.4650653852451535,2.1243338399902454
89.691,0.46356033379446027,2.115879897088839
89.69,0.46206499240004495,2.1074832517904007
89.689,0.4605792673957695,2.0991433377884063
89.688,0.45910306631634423,2.090859596169965
89.687,0.4576362978781445,2.082631475323584
89.686,0.4561788719603941,2.0744584307824527
89.685,0.45473069958670786,2.066339925168587
89.684,0.45329169290698396,2.058275428018884
89.683,0.45186176517963916,2.050264415707177
89.682,0.4504408307541793,2.0423063713301834
89.681,0.44902880505409765,2.034400784581738
89.68,0.4476256045600937,2.0265471516744213
89.679,0.44623114679360615,2.0187449752150366
89.678,0.44484535030065175,2.0109937641186293
89.677,0.4434681346359657,2.0032930335046877
89.676,0.4420994203474342,1.9956423045764984
89.675,0.440739128960816,1.9880411045784518
89.674,0.43938718296474366,1.9804889666409882
89.673,0.4380435057960013,1.9729854297356988
89.672,0.4367080218250706,1.965530038543485
89.671,0.4353806563419412,1.958122343416081
89.67,0.43406133554217835,1.9507619002348824
89.669,0.4327499865132442,1.9434482703776965
89.668,0.4314465372210649,1.9361810205879644
89.667,0.43015091649684084,1.9289597229297737
89.666,0.4288630540240935,1.9217839546636337
89.665,0.42758288032594394,1.914653298217883
89.664,0.42631032675261893,1.9075673410887906
89.663,0.4250453254691794,1.9005256757368423
89.662,0.42378780944346667,1.8935278995673754
89.661,0.42253771243426175,1.8865736147998884
89.66,0.42129496897965457,1.879662428437377
89.659,0.4200595143856162,1.872793952168274
89.658,0.4188312847147732,1.8659678023147084
89.657,0.41761021677537763,1.8591835997565
89.656,0.4163962481104693,1.852440969864869
89.655,0.41518931698722644,1.845739542419863
89.654,0.4139893623865016,1.8390789515804176
89.653,0.4127963239925383,1.8324588357979483
89.652,0.41161014218286435,1.8258788377365993
89.651,0.4104307580183598,1.8193386042583082
89.65,0.4092581132334947,1.8128377863166585
89.649,0.4080921502267337,1.8063760389110775
89.648,0.4069328120511042,1.7999530210561787
89.647,0.4057800424049254,1.7935683956794382
89.646,0.4046337856226932,1.7872218295850297
89.645,0.403493986666121,1.7809129934210823
89.644,0.4023605911153295,1.7746415615822984
89.643,0.40123354516018617,1.768407212182669
89.642,0.4001127955917889,1.7622096269929588
89.641,0.3989982897940925,1.7560996616048765
89.6401,0.39800052998419533,1.7505710969149753
89.63919,0.3969967448540876,1.7450501155347482
89.63828,0.3959980103183108,1.7395256464766558
89.63737,0.39500428835430035,1.7340086280283113
89.63645,0.39400470346423067,1.72848810104419
89.63552,0.3929993823206874,1.7229641106210611
89.63459,0.39199917846979293,1.7174474307292573
89.63366,0.3910040529388813,1.7119379425582493
89.63272,0.3900033483135777,1.7064249086555803
