Viewing_Angle(deg),Ground_depth(m),MAE(m)
89.995,28.647889792902188,20.212845247868994
89.99,14.323944950992633,nan
89.985,9.549296694596801,nan
89.98,7.161972584579396,nan
89.975,5.729578133113367,nan
89.97,4.774648510923025,nan
89.965,4.092555934033074,nan
89.96,3.5809865104558702,22.826691642304553
89.955,3.1830991890871654,19.8464187291011
89.95,2.864789339264409,17.53775122991221
89.945,2.6043540142023445,15.69703266211286
89.94,2.387324582710799,14.195321184090666
89.935,2.203684300119653,12.947026617220388
89.93,2.0462783488073937,11.89311442135291
89.925,1.9098598625182446,10.99155339607957
89.92,1.7904936915603722,10.211608149358042
89.915,1.6851706038164938,9.530285043910215
89.91,1.5915500854176114,8.930040080269038
89.905,1.5077843622566205,8.397255331702082
89.9,1.4323952150478383,7.9211992824601625
89.895,1.364185990083807,7.493300825665398
89.89,1.302177607058425,7.106631831820373
89.885,1.2455612605014348,6.755531595055642
89.88,1.1936629458542878,6.4353297632982525
89.875,1.1459164992878033,6.142138890839342
89.87,1.1018428591003675,5.872697027129725
89.865,1.061033935694309,5.6242468088057835
89.86,1.0231399379859094,5.394441547400838
89.855,0.9878593219374809,5.181271535805837
89.85,0.9549307493830269,4.983005670288561
89.845,0.9241266032102279,4.798144799984546
89.84,0.8952477184458044,4.625384145241058
89.835,0.8681190713253599,4.463582792063039
89.83,0.8425862291156025,4.311738756048721
89.825,0.8185124085384741,4.168966271080794
89.82,0.7957760244579231,4.034486995853827
89.815,0.7742686360769301,3.9076032219139325
89.81,0.7538932174192154,3.7877023277622213
89.805,0.7345626938906813,3.674221877524613
89.8,0.71619869835664,3.5666670722672076
89.795,0.6987305092565195,3.464591681529069
89.79,0.682094140416469,3.3675925204913324
89.785,0.6662315578648567,3.2753049150285176
89.78,0.6510900034456533,3.1873982455012473
89.775,0.6366214086166989,3.103572064736058
89.77,0.6227818847090653,3.0235527333968086
89.765,0.6095312782596898,2.9470904960593134
89.76,0.5968327819274324,2.8739569317886158
89.755,0.5846525930520617,2.8039427242911708
89.75,0.5729596131861655,2.7368557061322045
89.745,0.5617251829762463,2.6725191383322944
89.74,0.5509228476344595,2.610770192954605
89.735,0.5405281489607233,2.551458611527115
89.73,0.53051844047348,2.4944455156268965
89.725,0.5208727227080123,2.439602350158954
89.72,0.511571496161369,2.3868099421258684
