"Angle","normalized_Effectivef"
2.10551418885603,0.996235684225079
2.13691085375724,0.996149479196589
2.1692575897285,0.996059828101646
2.20259816176581,0.995966537028764
2.23697906343769,0.995869398006952
2.27244973278293,0.995768187755897
2.30906278902569,0.995662666304256
2.34687429248729,0.995552575459937
2.38594403038881,0.995437637113948
2.42633583160236,0.995317551356841
2.46811791382854,0.995191994383698
2.51136326716308,0.995060616160163
2.55615007857827,0.994923037817871
2.60256220249981,0.994778848742915
2.65068968342182,0.994627603315384
2.70062933739528,0.994468817251482
2.75248540026868,0.994301963492064
2.80637025178824,0.994126467572391
2.86240522611175,0.99394170239722
2.92072152100037,0.993746982332723
2.98146121998219,0.993541556511755
3.04477844419398,0.993324601231136
3.11084065349077,0.993095211298358
3.17983011986423,0.992852390159696
3.25194560036388,0.992595038611176
3.32740424172657,0.992321941857174
3.40644375499471,0.99203175463716
3.48932490579639,0.991722984087598
3.57633437499734,0.991393969941127
3.66778805553142,0.991042861586245
3.76403486490572,0.990667591414564
3.86546116985174,0.990265843765172
3.97249594075066,0.98983501863173
4.08561677997487,0.989372189121322
4.20535700170859,0.988874051436991
4.33231398318851,0.988336865888933
4.46715906138928,0.987756387110722
4.61064931866061,0.987127781253158
4.76364169072617,0.986445527433243
4.92710994764901,0.985703300111992
5.10216525235819,0.984893828344693
5.29008120537127,0.984008726977433
5.49232455712743,0.983038293852319
5.71059313749963,0.981971265957171
5.94686305397349,0.980794526298436
6.20344790169183,0.979492752292947
6.48307369289724,0.978047996104106
6.78897457443878,0.976439188489884
7.1250163489018,0.974641562180897
7.49585763972986,0.972626002128463
7.90716270295846,0.970358355222919
8.36588612403258,0.967798785417732
8.88065915052024,0.964901370266357
9.46232220802561,0.961614360879931
10.1246716553978,0.957877520257006
10.8855270546587,0.953415419399645
11.7682889320206,0.947902830583879
12.8042660652867,0.94099828333339
14.0362434679265,0.932216305500436
15.5241109967543,0.920853078873228
17.3540246362613,0.905868860799677
19.6538240580533,0.885704857223638
22.6198649480404,0.857487061428804
26.565051177078,0.81543130483191
